path,new_h,orig_h,i,rmse,d0,d1,di,0.001,0.005,0.01,0.02,0.03,0.05,0.1
val/color/judge/002858.npy,0,1,2,0.642,0.064,0.056,0.075,0.853,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000102.npy,1,0,17,1.646,0.103,0.314,0.328,0.963,0.785,0.547,0.0,0.0,0.0,0.0
val/color/judge/000160.npy,1,0,8,1.285,0.094,0.259,0.283,0.944,0.718,0.0,0.0,0.0,0.0,0.0
val/color/judge/001559.npy,0,1,17,2.062,0.161,0.045,0.167,0.965,0.866,0.749,0.0,0.0,0.0,0.0
val/color/judge/001346.npy,1,0,8,1.285,0.191,0.275,0.289,0.944,0.742,0.0,0.0,0.0,0.0,0.0
val/color/judge/002624.npy,1,0,15,1.343,0.127,0.297,0.301,0.95,0.781,0.568,0.0,0.0,0.0,0.0
val/color/judge/001274.npy,0,1,5,0.695,0.18,0.164,0.181,0.931,0.167,0.0,0.0,0.0,0.0,0.0
val/color/judge/004504.npy,1,0,12,1.347,0.039,0.086,0.09,0.958,0.778,0.482,0.0,0.0,0.0,0.0
val/color/judge/003580.npy,1,0,1,0.705,0.287,0.288,0.302,0.611,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002902.npy,1,0,2,0.646,0.184,0.199,0.209,0.859,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003935.npy,0,1,5,0.708,0.108,0.064,0.116,0.922,0.32,0.0,0.0,0.0,0.0,0.0
val/color/judge/002503.npy,1,0,1,0.712,0.14,0.147,0.152,0.575,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001655.npy,0,1,5,0.711,0.262,0.231,0.264,0.919,0.151,0.0,0.0,0.0,0.0,0.0
val/color/judge/000749.npy,0,1,8,1.276,0.112,0.046,0.113,0.95,0.722,0.0,0.0,0.0,0.0,0.0
val/color/judge/004460.npy,1,0,18,2.145,0.105,0.242,0.25,0.977,0.885,0.735,0.0,0.0,0.0,0.0
val/color/judge/000901.npy,0,1,7,0.702,0.148,0.084,0.154,0.889,0.56,0.0,0.0,0.0,0.0,0.0
val/color/judge/002996.npy,1,0,4,0.676,0.114,0.124,0.126,0.938,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001593.npy,1,0,7,0.7,0.118,0.158,0.162,0.912,0.61,0.0,0.0,0.0,0.0,0.0
val/color/judge/001725.npy,0,1,4,0.675,0.129,0.098,0.132,0.905,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001332.npy,0,1,5,0.706,0.054,0.034,0.055,0.897,0.064,0.0,0.0,0.0,0.0,0.0
val/color/judge/004474.npy,0,1,9,0.999,0.069,0.029,0.071,0.86,0.485,0.0,0.0,0.0,0.0,0.0
val/color/judge/002944.npy,0,1,3,0.706,0.168,0.139,0.176,0.869,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000123.npy,0,1,7,0.706,0.235,0.176,0.246,0.904,0.597,0.0,0.0,0.0,0.0,0.0
val/color/judge/001641.npy,1,0,1,0.706,0.113,0.125,0.126,0.549,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004509.npy,0,1,19,2.17,0.241,0.129,0.243,0.965,0.882,0.783,0.0,0.0,0.0,0.0
val/color/judge/002154.npy,0,1,5,0.716,0.042,0.02,0.042,0.835,0.045,0.0,0.0,0.0,0.0,0.0
val/color/judge/003571.npy,1,0,1,0.707,0.083,0.087,0.089,0.085,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001815.npy,0,1,16,1.863,0.239,0.134,0.242,0.967,0.821,0.609,0.0,0.0,0.0,0.0
val/color/judge/002899.npy,0,1,5,0.716,0.078,0.06,0.078,0.89,0.142,0.0,0.0,0.0,0.0,0.0
val/color/judge/002800.npy,1,0,7,0.699,0.033,0.11,0.113,0.866,0.523,0.0,0.0,0.0,0.0,0.0
val/color/judge/000712.npy,1,0,1,0.71,0.127,0.131,0.131,0.137,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002528.npy,0,1,19,1.941,0.139,0.028,0.146,0.961,0.83,0.667,0.0,0.0,0.0,0.0
val/color/judge/004572.npy,0,1,5,0.741,0.03,0.016,0.03,0.634,0.045,0.0,0.0,0.0,0.0,0.0
val/color/judge/004257.npy,1,0,11,1.353,0.185,0.259,0.263,0.931,0.763,0.536,0.0,0.0,0.0,0.0
val/color/judge/003970.npy,1,0,16,1.53,0.051,0.139,0.143,0.942,0.7,0.415,0.0,0.0,0.0,0.0
val/color/judge/001654.npy,1,0,1,0.709,0.118,0.126,0.126,0.432,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001801.npy,0,1,19,1.973,0.342,0.151,0.348,0.955,0.826,0.677,0.0,0.0,0.0,0.0
val/color/judge/004307.npy,1,0,27,2.742,0.064,0.207,0.216,0.962,0.88,0.794,0.565,0.0,0.0,0.0
val/color/judge/000515.npy,1,0,5,0.707,0.126,0.186,0.195,0.835,0.024,0.0,0.0,0.0,0.0,0.0
val/color/judge/001737.npy,0,1,8,0.945,0.145,0.053,0.158,0.885,0.437,0.0,0.0,0.0,0.0,0.0
val/color/judge/001405.npy,0,1,2,0.566,0.1,0.08,0.1,0.644,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004286.npy,1,0,5,0.711,0.074,0.125,0.133,0.907,0.171,0.0,0.0,0.0,0.0,0.0
val/color/judge/001817.npy,0,1,1,0.712,0.053,0.049,0.054,0.209,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001387.npy,0,1,9,1.329,0.068,0.03,0.07,0.925,0.759,0.0,0.0,0.0,0.0,0.0
val/color/judge/001094.npy,0,0,29,2.627,0.025,0.255,0.148,0.969,0.859,0.708,0.459,0.052,0.0,0.0
val/color/judge/003263.npy,0,1,1,0.703,0.327,0.32,0.335,0.333,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003123.npy,1,0,3,0.713,0.231,0.255,0.257,0.858,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000981.npy,1,0,5,0.713,0.074,0.107,0.112,0.888,0.184,0.0,0.0,0.0,0.0,0.0
val/color/judge/000221.npy,0,1,5,0.706,0.186,0.156,0.192,0.908,0.24,0.0,0.0,0.0,0.0,0.0
val/color/judge/001158.npy,0,1,2,0.667,0.036,0.03,0.039,0.902,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000465.npy,0,1,6,0.681,0.074,0.048,0.077,0.94,0.699,0.0,0.0,0.0,0.0,0.0
val/color/judge/000026.npy,0,1,24,2.09,0.36,0.158,0.361,0.91,0.777,0.563,0.23,0.0,0.0,0.0
val/color/judge/002045.npy,0,1,7,0.706,0.371,0.33,0.376,0.956,0.779,0.0,0.0,0.0,0.0,0.0
val/color/judge/002156.npy,0,1,14,1.282,0.192,0.125,0.196,0.935,0.691,0.348,0.0,0.0,0.0,0.0
val/color/judge/004154.npy,1,0,17,1.817,0.16,0.235,0.236,0.944,0.794,0.62,0.0,0.0,0.0,0.0
val/color/judge/003520.npy,0,1,2,0.649,0.127,0.117,0.131,0.85,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002018.npy,1,0,2,0.662,0.087,0.097,0.102,0.906,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002090.npy,0,1,2,0.67,0.06,0.052,0.061,0.909,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000775.npy,0,1,1,0.72,0.07,0.065,0.074,0.206,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000606.npy,0,1,2,0.604,0.017,0.01,0.022,0.721,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001184.npy,0,1,9,1.303,0.078,0.032,0.079,0.935,0.739,0.0,0.0,0.0,0.0,0.0
val/color/judge/001696.npy,0,1,5,0.711,0.055,0.038,0.058,0.906,0.159,0.0,0.0,0.0,0.0,0.0
val/color/judge/001395.npy,0,1,9,1.326,0.254,0.147,0.262,0.925,0.727,0.0,0.0,0.0,0.0,0.0
val/color/judge/000688.npy,0,1,1,0.704,0.177,0.171,0.178,0.313,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004384.npy,1,0,6,0.685,0.025,0.161,0.164,0.934,0.597,0.0,0.0,0.0,0.0,0.0
val/color/judge/003252.npy,0,1,3,0.702,0.226,0.205,0.227,0.906,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003185.npy,0,1,9,1.136,0.25,0.085,0.252,0.877,0.596,0.0,0.0,0.0,0.0,0.0
val/color/judge/003829.npy,1,0,3,0.714,0.05,0.061,0.063,0.842,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004413.npy,1,0,3,0.701,0.204,0.234,0.236,0.771,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001596.npy,1,0,2,0.667,0.028,0.031,0.033,0.887,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002959.npy,1,0,11,1.339,0.178,0.335,0.337,0.973,0.801,0.532,0.0,0.0,0.0,0.0
val/color/judge/002791.npy,1,0,2,0.63,0.067,0.081,0.086,0.801,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003038.npy,1,0,4,0.676,0.099,0.122,0.131,0.916,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000517.npy,0,1,18,2.072,0.159,0.057,0.164,0.955,0.86,0.686,0.0,0.0,0.0,0.0
val/color/judge/001243.npy,1,0,4,0.671,0.044,0.067,0.068,0.904,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002101.npy,0,1,6,0.69,0.063,0.028,0.064,0.93,0.622,0.0,0.0,0.0,0.0,0.0
val/color/judge/000482.npy,0,1,4,0.671,0.073,0.057,0.076,0.921,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002081.npy,1,0,9,1.155,0.032,0.076,0.081,0.896,0.591,0.0,0.0,0.0,0.0,0.0
val/color/judge/001228.npy,0,1,22,1.977,0.382,0.1,0.391,0.966,0.824,0.625,0.246,0.0,0.0,0.0
val/color/judge/002213.npy,0,1,13,1.372,0.189,0.086,0.2,0.936,0.789,0.609,0.0,0.0,0.0,0.0
val/color/judge/004527.npy,1,0,12,1.428,0.075,0.135,0.138,0.967,0.835,0.616,0.0,0.0,0.0,0.0
val/color/judge/000396.npy,0,1,2,0.65,0.266,0.246,0.271,0.839,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002048.npy,1,0,9,1.196,0.016,0.035,0.036,0.881,0.621,0.0,0.0,0.0,0.0,0.0
val/color/judge/001902.npy,0,1,4,0.694,0.059,0.048,0.06,0.941,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001764.npy,1,0,6,0.684,0.019,0.033,0.035,0.922,0.609,0.0,0.0,0.0,0.0,0.0
val/color/judge/004326.npy,0,1,5,0.708,0.087,0.063,0.092,0.861,0.078,0.0,0.0,0.0,0.0,0.0
val/color/judge/001244.npy,1,0,6,0.692,0.346,0.398,0.408,0.935,0.636,0.0,0.0,0.0,0.0,0.0
val/color/judge/002580.npy,0,1,18,1.919,0.309,0.116,0.312,0.967,0.824,0.623,0.0,0.0,0.0,0.0
val/color/judge/003194.npy,0,1,6,0.673,0.14,0.098,0.149,0.922,0.581,0.0,0.0,0.0,0.0,0.0
val/color/judge/002883.npy,1,0,8,1.241,0.162,0.242,0.244,0.944,0.696,0.0,0.0,0.0,0.0,0.0
val/color/judge/002730.npy,1,0,12,1.33,0.05,0.106,0.109,0.954,0.745,0.47,0.0,0.0,0.0,0.0
val/color/judge/004490.npy,0,0,29,2.314,0.072,0.219,0.212,0.964,0.815,0.623,0.321,0.021,0.0,0.0
val/color/judge/001864.npy,1,0,5,0.699,0.07,0.162,0.174,0.909,0.339,0.0,0.0,0.0,0.0,0.0
val/color/judge/004373.npy,0,1,3,0.697,0.28,0.262,0.282,0.765,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002169.npy,0,1,10,1.3,0.144,0.011,0.148,0.951,0.743,0.234,0.0,0.0,0.0,0.0
val/color/judge/002354.npy,0,1,8,1.203,0.2,0.146,0.202,0.931,0.658,0.0,0.0,0.0,0.0,0.0
val/color/judge/002599.npy,0,1,1,0.716,0.018,0.017,0.019,0.046,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001835.npy,0,1,8,1.12,0.165,0.103,0.17,0.92,0.578,0.0,0.0,0.0,0.0,0.0
val/color/judge/001571.npy,1,0,8,1.22,0.049,0.123,0.126,0.94,0.679,0.0,0.0,0.0,0.0,0.0
val/color/judge/003054.npy,0,1,9,0.881,0.17,0.037,0.189,0.723,0.279,0.0,0.0,0.0,0.0,0.0
val/color/judge/001009.npy,0,1,12,1.412,0.319,0.162,0.326,0.966,0.839,0.557,0.0,0.0,0.0,0.0
val/color/judge/000907.npy,0,1,7,0.707,0.135,0.058,0.137,0.97,0.728,0.0,0.0,0.0,0.0,0.0
val/color/judge/001529.npy,0,1,4,0.696,0.009,0.004,0.01,0.796,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000614.npy,1,0,3,0.707,0.091,0.109,0.113,0.813,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002648.npy,1,0,6,0.684,0.226,0.248,0.248,0.954,0.694,0.0,0.0,0.0,0.0,0.0
val/color/judge/004547.npy,1,0,15,1.333,0.135,0.218,0.224,0.944,0.757,0.539,0.0,0.0,0.0,0.0
val/color/judge/002768.npy,1,0,2,0.649,0.02,0.027,0.028,0.851,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004035.npy,1,0,6,0.69,0.272,0.3,0.301,0.954,0.753,0.0,0.0,0.0,0.0,0.0
val/color/judge/001748.npy,0,1,8,1.255,0.105,0.051,0.106,0.918,0.685,0.0,0.0,0.0,0.0,0.0
val/color/judge/001778.npy,0,1,10,1.289,0.219,0.174,0.219,0.949,0.724,0.158,0.0,0.0,0.0,0.0
val/color/judge/000824.npy,1,0,5,0.704,0.032,0.039,0.041,0.913,0.179,0.0,0.0,0.0,0.0,0.0
val/color/judge/001795.npy,0,1,8,1.325,0.115,0.069,0.115,0.945,0.746,0.0,0.0,0.0,0.0,0.0
val/color/judge/001816.npy,0,1,14,1.447,0.178,0.088,0.181,0.979,0.874,0.707,0.0,0.0,0.0,0.0
val/color/judge/000947.npy,1,0,11,1.357,0.158,0.265,0.277,0.938,0.778,0.532,0.0,0.0,0.0,0.0
val/color/judge/000964.npy,1,0,10,1.34,0.233,0.301,0.306,0.956,0.765,0.114,0.0,0.0,0.0,0.0
val/color/judge/002496.npy,0,1,11,1.11,0.451,0.299,0.468,0.915,0.587,0.204,0.0,0.0,0.0,0.0
val/color/judge/003089.npy,1,0,2,0.67,0.315,0.327,0.338,0.909,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004370.npy,1,0,1,0.703,0.102,0.103,0.111,0.194,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000132.npy,0,1,7,0.709,0.1,0.056,0.102,0.965,0.78,0.0,0.0,0.0,0.0,0.0
val/color/judge/000525.npy,0,1,2,0.637,0.04,0.036,0.043,0.834,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002591.npy,0,1,1,0.705,0.037,0.035,0.039,0.313,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000067.npy,0,1,4,0.676,0.198,0.161,0.205,0.922,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002122.npy,0,1,14,1.303,0.118,0.025,0.119,0.943,0.709,0.435,0.0,0.0,0.0,0.0
val/color/judge/003180.npy,0,1,23,2.053,0.428,0.124,0.438,0.958,0.837,0.709,0.395,0.0,0.0,0.0
val/color/judge/001406.npy,0,1,4,0.689,0.337,0.3,0.339,0.932,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002069.npy,1,0,8,1.249,0.052,0.115,0.126,0.938,0.689,0.0,0.0,0.0,0.0,0.0
val/color/judge/004551.npy,0,1,16,1.956,0.282,0.05,0.298,0.973,0.855,0.658,0.0,0.0,0.0,0.0
val/color/judge/001910.npy,0,1,1,0.722,0.1,0.091,0.105,0.002,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003043.npy,0,1,10,1.327,0.034,0.011,0.035,0.951,0.743,0.103,0.0,0.0,0.0,0.0
val/color/judge/001075.npy,1,0,3,0.706,0.194,0.21,0.216,0.807,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004344.npy,1,0,7,0.704,0.037,0.065,0.066,0.928,0.749,0.0,0.0,0.0,0.0,0.0
val/color/judge/001132.npy,0,1,8,1.308,0.265,0.203,0.273,0.954,0.744,0.0,0.0,0.0,0.0,0.0
val/color/judge/002794.npy,1,0,9,1.183,0.019,0.06,0.065,0.886,0.617,0.0,0.0,0.0,0.0,0.0
val/color/judge/004290.npy,0,1,20,2.074,0.289,0.139,0.293,0.972,0.852,0.704,0.118,0.0,0.0,0.0
val/color/judge/001796.npy,1,0,16,1.97,0.028,0.089,0.094,0.971,0.854,0.677,0.0,0.0,0.0,0.0
val/color/judge/002119.npy,1,1,29,2.888,0.283,0.055,0.249,0.98,0.898,0.796,0.586,0.07,0.0,0.0
val/color/judge/002835.npy,0,1,10,1.348,0.257,0.16,0.26,0.956,0.773,0.192,0.0,0.0,0.0,0.0
val/color/judge/002070.npy,0,1,7,0.709,0.153,0.121,0.159,0.915,0.667,0.0,0.0,0.0,0.0,0.0
val/color/judge/000748.npy,0,1,2,0.597,0.004,0.002,0.007,0.711,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000531.npy,1,0,1,0.703,0.203,0.204,0.216,0.206,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004430.npy,0,1,1,0.709,0.066,0.065,0.069,0.237,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000383.npy,0,1,10,1.271,0.339,0.151,0.361,0.943,0.695,0.249,0.0,0.0,0.0,0.0
val/color/judge/001427.npy,1,1,29,2.544,0.263,0.03,0.154,0.968,0.842,0.683,0.412,0.027,0.0,0.0
val/color/judge/001453.npy,1,0,1,0.702,0.106,0.107,0.111,0.112,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004571.npy,0,1,4,0.674,0.307,0.259,0.312,0.915,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004582.npy,0,1,18,1.931,0.149,0.006,0.153,0.963,0.831,0.633,0.0,0.0,0.0,0.0
val/color/judge/001070.npy,1,0,8,1.352,0.208,0.238,0.241,0.959,0.782,0.0,0.0,0.0,0.0,0.0
val/color/judge/003516.npy,0,0,29,3.045,0.091,0.264,0.252,0.985,0.929,0.85,0.693,0.131,0.0,0.0
val/color/judge/001771.npy,0,1,6,0.683,0.104,0.045,0.11,0.917,0.52,0.0,0.0,0.0,0.0,0.0
val/color/judge/002874.npy,1,0,6,0.679,0.18,0.217,0.225,0.948,0.701,0.0,0.0,0.0,0.0,0.0
val/color/judge/002006.npy,1,1,29,2.783,0.381,0.08,0.331,0.977,0.88,0.765,0.547,0.115,0.0,0.0
val/color/judge/003724.npy,0,1,6,0.68,0.078,0.052,0.079,0.91,0.54,0.0,0.0,0.0,0.0,0.0
val/color/judge/001374.npy,1,0,11,1.351,0.153,0.255,0.258,0.937,0.781,0.557,0.0,0.0,0.0,0.0
val/color/judge/001794.npy,0,1,4,0.68,0.112,0.05,0.119,0.913,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000085.npy,1,0,3,0.718,0.042,0.049,0.05,0.669,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001390.npy,0,1,11,1.294,0.208,0.127,0.215,0.94,0.756,0.488,0.0,0.0,0.0,0.0
val/color/judge/000545.npy,0,1,12,1.266,0.318,0.096,0.327,0.936,0.691,0.38,0.0,0.0,0.0,0.0
val/color/judge/002373.npy,1,0,12,1.276,0.022,0.092,0.105,0.944,0.703,0.262,0.0,0.0,0.0,0.0
val/color/judge/003299.npy,0,1,1,0.712,0.01,0.009,0.011,0.061,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001367.npy,0,1,18,1.856,0.193,0.005,0.208,0.95,0.823,0.596,0.0,0.0,0.0,0.0
val/color/judge/003976.npy,0,1,8,1.3,0.111,0.055,0.115,0.952,0.731,0.0,0.0,0.0,0.0,0.0
val/color/judge/001515.npy,1,0,15,1.4,0.172,0.281,0.289,0.946,0.799,0.627,0.0,0.0,0.0,0.0
val/color/judge/000028.npy,0,1,14,1.351,0.138,0.032,0.143,0.959,0.75,0.544,0.0,0.0,0.0,0.0
val/color/judge/003573.npy,0,1,5,0.703,0.072,0.047,0.072,0.927,0.299,0.0,0.0,0.0,0.0,0.0
val/color/judge/004288.npy,1,0,11,1.283,0.063,0.137,0.143,0.91,0.702,0.413,0.0,0.0,0.0,0.0
val/color/judge/000618.npy,0,1,7,0.709,0.167,0.108,0.173,0.916,0.639,0.0,0.0,0.0,0.0,0.0
val/color/judge/003905.npy,1,0,9,1.348,0.212,0.268,0.269,0.942,0.783,0.0,0.0,0.0,0.0,0.0
val/color/judge/003324.npy,0,1,11,1.155,0.092,0.031,0.102,0.849,0.564,0.281,0.0,0.0,0.0,0.0
val/color/judge/003340.npy,1,0,17,2.144,0.159,0.313,0.322,0.964,0.875,0.778,0.0,0.0,0.0,0.0
val/color/judge/002802.npy,1,0,3,0.686,0.04,0.05,0.054,0.891,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000459.npy,0,1,3,0.72,0.316,0.241,0.331,0.682,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002522.npy,0,1,9,1.27,0.203,0.117,0.215,0.929,0.719,0.0,0.0,0.0,0.0,0.0
val/color/judge/001362.npy,0,1,2,0.613,0.051,0.037,0.057,0.774,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000945.npy,0,1,5,0.712,0.372,0.26,0.393,0.844,0.028,0.0,0.0,0.0,0.0,0.0
val/color/judge/003256.npy,1,0,1,0.717,0.191,0.191,0.196,0.401,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003229.npy,1,0,3,0.693,0.094,0.107,0.109,0.857,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000551.npy,1,0,15,1.264,0.051,0.127,0.133,0.917,0.7,0.465,0.0,0.0,0.0,0.0
val/color/judge/003539.npy,0,1,4,0.665,0.051,0.034,0.058,0.902,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002976.npy,0,1,1,0.713,0.101,0.094,0.101,0.274,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001476.npy,0,1,21,2.02,0.332,0.193,0.335,0.953,0.842,0.715,0.372,0.0,0.0,0.0
val/color/judge/004702.npy,1,0,23,2.089,0.04,0.155,0.157,0.959,0.857,0.739,0.455,0.0,0.0,0.0
val/color/judge/001969.npy,0,1,13,1.282,0.189,0.058,0.21,0.916,0.699,0.466,0.0,0.0,0.0,0.0
val/color/judge/003886.npy,0,1,10,1.257,0.063,0.027,0.065,0.945,0.716,0.1,0.0,0.0,0.0,0.0
val/color/judge/004452.npy,0,1,2,0.629,0.237,0.215,0.257,0.774,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/001792.npy,0,1,18,1.705,0.165,0.066,0.166,0.953,0.758,0.491,0.0,0.0,0.0,0.0
val/color/judge/000921.npy,0,1,12,1.377,0.123,0.054,0.127,0.958,0.804,0.55,0.0,0.0,0.0,0.0
val/color/judge/002157.npy,0,1,7,0.705,0.165,0.073,0.186,0.931,0.638,0.0,0.0,0.0,0.0,0.0
val/color/judge/000248.npy,1,0,7,0.709,0.048,0.131,0.143,0.935,0.741,0.0,0.0,0.0,0.0,0.0
val/color/judge/000524.npy,0,1,14,1.437,0.149,0.024,0.154,0.97,0.848,0.625,0.0,0.0,0.0,0.0
val/color/judge/004588.npy,1,0,23,1.978,0.071,0.207,0.211,0.953,0.824,0.672,0.302,0.0,0.0,0.0
val/color/judge/000546.npy,1,0,1,0.71,0.015,0.018,0.019,0.05,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002488.npy,1,0,3,0.711,0.01,0.014,0.015,0.838,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003093.npy,1,0,3,0.706,0.07,0.089,0.093,0.917,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000098.npy,0,1,1,0.706,0.376,0.365,0.383,0.015,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003192.npy,0,1,11,1.412,0.298,0.227,0.3,0.955,0.828,0.657,0.0,0.0,0.0,0.0
val/color/judge/004203.npy,0,0,29,2.605,0.026,0.399,0.22,0.975,0.87,0.737,0.465,0.091,0.0,0.0
val/color/judge/000935.npy,1,0,2,0.652,0.021,0.031,0.036,0.855,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002660.npy,1,0,6,0.683,0.047,0.083,0.089,0.935,0.637,0.0,0.0,0.0,0.0,0.0
val/color/judge/002604.npy,0,1,5,0.705,0.271,0.222,0.272,0.861,0.074,0.0,0.0,0.0,0.0,0.0
val/color/judge/004377.npy,0,1,9,1.316,0.274,0.205,0.282,0.948,0.768,0.0,0.0,0.0,0.0,0.0
val/color/judge/000460.npy,1,1,29,2.558,0.184,0.027,0.11,0.972,0.86,0.694,0.416,0.008,0.0,0.0
val/color/judge/000245.npy,1,0,22,2.038,0.029,0.182,0.186,0.971,0.849,0.684,0.303,0.0,0.0,0.0
val/color/judge/000492.npy,0,1,5,0.707,0.032,0.022,0.035,0.803,0.072,0.0,0.0,0.0,0.0,0.0
val/color/judge/003117.npy,0,1,2,0.68,0.148,0.14,0.151,0.925,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/002632.npy,0,1,18,1.961,0.205,0.095,0.211,0.966,0.83,0.663,0.0,0.0,0.0,0.0
val/color/judge/002923.npy,0,1,11,1.344,0.211,0.122,0.218,0.959,0.781,0.529,0.0,0.0,0.0,0.0
val/color/judge/004404.npy,1,0,6,0.671,0.136,0.179,0.18,0.907,0.505,0.0,0.0,0.0,0.0,0.0
val/color/judge/001366.npy,0,1,12,1.406,0.228,0.154,0.228,0.969,0.828,0.589,0.0,0.0,0.0,0.0
val/color/judge/001991.npy,1,0,10,1.345,0.115,0.247,0.262,0.956,0.781,0.286,0.0,0.0,0.0,0.0
val/color/judge/002838.npy,0,1,14,1.398,0.131,0.061,0.136,0.969,0.826,0.614,0.0,0.0,0.0,0.0
val/color/judge/002914.npy,0,1,20,2.154,0.157,0.056,0.161,0.979,0.882,0.74,0.083,0.0,0.0,0.0
val/color/judge/002967.npy,0,1,10,1.249,0.24,0.084,0.243,0.936,0.689,0.061,0.0,0.0,0.0,0.0
val/color/judge/000373.npy,1,0,3,0.715,0.041,0.049,0.051,0.933,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/000992.npy,1,0,12,1.323,0.04,0.078,0.08,0.943,0.715,0.424,0.0,0.0,0.0,0.0
val/color/judge/004655.npy,1,0,1,0.698,0.031,0.034,0.035,0.38,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/004327.npy,1,0,11,1.379,0.183,0.251,0.254,0.958,0.826,0.619,0.0,0.0,0.0,0.0
val/color/judge/002034.npy,0,1,4,0.68,0.279,0.24,0.286,0.912,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003124.npy,0,1,4,0.694,0.141,0.126,0.145,0.942,0.0,0.0,0.0,0.0,0.0,0.0
val/color/judge/003175.npy,0,1,10,1.364,0.073,0.039,0.076,0.957,0.795,0.115,0.0,0.0,0.0,0.0
val/color/judge/003830.npy,1,0,11,1.261,0.23,0.33,0.336,0.92,0.7,0.409,0.0,0.0,0.0,0.0
val/color/judge/002222.npy,1,0,10,1.352,0.067,0.124,0.126,0.955,0.765,0.09,0.0,0.0,0.0,0.0
